ShipmentID,Date,Origin,Destination,Distance_km,Weight_kg,ShippingMode,EstimatedTime_days,DeliveryTime_days,Delay_hours,FuelCost_USD,TotalCost_USD,PackageValue_USD,CustomerRating,WeatherDelay,TrafficDelay,LostOrDamaged
FDX000006,2023-03-08,New York,Singapore,2859,30.71,Ground,4,4.0,8,1.74,128.82,129.31,4.0,No,Yes,No
FDX001500,2023-04-16,Atlanta,São Paulo,4772,15.62,Air,2,1.0,0,10.01,161.71,83.65,4.0,No,No,No
FDX000255,2023-02-01,New York,Tokyo,5139,29.09,Ground,7,5.0,0,5.08,181.2,36.67,3.0,No,No,No
FDX001169,2025-02-27,Atlanta,Berlin,4478,23.07,Air,3,3.0,10,8.91,167.43,108.54,4.0,No,No,No
FDX001094,2023-05-15,Chicago,London,2905,1.54,Air,2,1.0,0,4.76,80.46,16.81,4.0,No,No,No
FDX001039,2023-03-20,Chicago,London,1615,4.699999999999999,Air,1,1.0,0,2.45,54.05,14.67,5.0,No,No,No
FDX001385,2023-03-22,New York,Toronto,3229,31.720000000000002,Express,2,2.0,0,6.65,352.97,217.71,5.0,No,No,No
FDX000384,2023-03-13,Atlanta,London,2482,21.05,Air,2,7.0,120,2.91,105.47,38.74,4.0,No,No,No
FDX001394,2023-02-10,Atlanta,London,375,39.09,Ground,2,3.0,28,0.27,91.49,11.93,4.0,No,No,No
FDX001103,2023-05-17,San Francisco,Sydney,3164,40.21,Ground,5,3.0,0,2.24,155.42,124.21,3.0,No,No,No
FDX001504,2023-04-15,Houston,Singapore,3085,18.270000000000003,Ground,5,6.0,26,1.9,108.94,10.0,2.0,No,No,No
FDX000517,2023-04-24,Atlanta,Mexico City,50,25.87,Air,1,1.0,0,0.07,57.95,10.79,5.0,No,No,No
FDX000055,2023-05-26,Seattle,Singapore,4070,14.01,Ground,7,6.0,0,2.69,122.49,39.83,5.0,No,No,No
FDX000468,2024-08-01,Atlanta,Sydney,2667,39.07,Air,1,2.0,31,3.0,145.48,21.64,2.0,No,No,No
FDX000267,2023-01-25,Miami,Mexico City,2532,4.25,Air,2,2.0,3,2.88,72.78,24.54,5.0,No,No,No
FDX001034,2023-11-16,Atlanta,Berlin,3778,13.67,Air,1,1.0,0,5.68,124.94,32.27,4.0,No,No,No
FDX000584,2023-06-11,Los Angeles,São Paulo,4116,3.0300000000000002,Ground,5,7.0,49,2.81,101.81,12.79,5.0,Yes,No,No
FDX000767,2024-01-26,Atlanta,Mumbai,3323,1.85,Air,1,1.0,0,4.3,88.06,80.57,3.0,Yes,No,No
FDX000538,2023-10-05,Denver,Singapore,3629,34.33,Express,2,1.0,0,6.23,364.93,79.93,4.0,No,No,No
FDX001935,2024-10-22,Houston,Dubai,1986,26.32,Ground,3,4.0,24,2.21,103.99,91.18,1.0,No,Yes,No
FDX000060,2023-01-17,Seattle,Berlin,4313,33.52,Air,2,1.0,0,8.64,184.22,10.0,4.0,No,No,No
FDX001528,2024-08-22,Los Angeles,Mumbai,3632,7.76,Air,1,1.0,5,4.35,106.21,13.86,3.0,No,No,No
FDX001553,2023-09-20,Atlanta,São Paulo,3475,12.34,Air,2,3.0,25,6.76,119.46,10.0,4.0,No,No,No
FDX000167,2023-04-22,Seattle,Singapore,2420,15.04,Air,1,1.0,8,2.45,90.83,125.14,5.0,No,No,No
FDX001669,2024-12-01,Miami,Dubai,6928,10.1,Air,3,3.0,0,12.87,202.37,70.74,3.0,No,No,No
FDX000816,2023-03-05,New York,London,5676,16.07,Air,3,4.0,50,5.71,167.79,107.02,5.0,No,Yes,No
FDX000332,2023-02-08,Miami,Berlin,1996,31.900000000000002,Express,1,3.0,48,3.6,319.52,11.47,5.0,No,No,No
FDX001707,2023-07-30,Houston,Berlin,1830,63.14,Air,1,1.0,0,2.17,174.39,91.1,4.0,No,No,No
FDX000248,2026-04-05,New York,Singapore,1979,34.47,Ground,2,2.0,5,2.3,120.42,116.3,3.0,No,No,No
FDX000374,2023-03-16,San Francisco,Sydney,2775,35.02,Air,1,1.0,0,3.26,140.32,32.74,4.0,No,No,No
FDX001590,2023-01-20,Miami,Sydney,3714,54.97,Air,2,2.0,3,7.44,211.54,10.5,5.0,No,No,No
FDX001497,2023-01-01,Seattle,London,3374,23.68,Air,2,2.0,0,3.87,131.45,82.44,5.0,No,Yes,No
FDX000500,2023-02-14,Atlanta,Toronto,3149,20.360000000000003,Air,2,2.0,0,6.19,127.27,16.43,4.0,No,No,No
FDX001826,2025-05-15,Miami,Mumbai,5401,36.440000000000005,Air,3,4.0,24,10.67,217.91,87.9,1.0,Yes,No,No
FDX001557,2025-09-11,Miami,Sydney,3350,19.950000000000003,Air,2,2.0,0,5.62,128.76,81.43,3.0,No,No,No
FDX000637,2023-04-17,Dallas,Mumbai,3088,63.050000000000004,Air,1,1.0,7,5.03,207.95,173.55,4.0,No,No,No
FDX000617,2023-06-15,Denver,Tokyo,4057,15.23,Air,3,4.0,38,5.33,132.59,25.41,4.0,Yes,No,No
FDX001806,2023-05-11,New York,Dubai,4623,18.85,Express,3,4.0,46,5.63,352.05,54.74,5.0,Yes,No,No
FDX001332,2023-01-13,Denver,Berlin,3635,25.540000000000003,Air,2,4.0,48,6.67,148.79,16.05,5.0,No,No,No
FDX000614,2023-04-04,San Francisco,Dubai,1192,7.1899999999999995,Air,1,1.0,7,1.1,46.52,29.39,5.0,No,No,No
FDX000567,2023-04-14,Chicago,Mexico City,3695,33.050000000000004,Ground,6,5.0,0,2.28,151.84,62.47,2.0,No,Yes,No
FDX001526,2023-02-05,Atlanta,Tokyo,3805,33.120000000000005,Express,2,2.0,0,4.02,359.4,73.51,3.0,No,No,No
FDX000235,2025-06-26,Houston,Dubai,3644,38.79,Express,2,5.0,72,6.4,374.66,57.24,5.0,No,No,No
FDX000627,2023-03-13,New York,Tokyo,6220,1.85,Air,3,3.0,9,11.51,167.63,30.9,3.0,No,No,No
FDX001215,2023-11-24,San Francisco,São Paulo,2982,0.47,Air,1,2.0,24,5.87,83.19,104.14,4.0,No,No,No
FDX000431,2024-03-07,Dallas,Singapore,1115,23.51,Air,1,1.0,0,1.74,79.54,16.93,4.0,No,No,No
FDX001011,2023-02-05,Los Angeles,London,3435,35.35,Air,2,2.0,0,3.67,155.41,35.32,4.0,No,No,No
FDX001520,2025-12-10,Denver,London,2039,10.25,Air,1,1.0,3,3.08,75.52,26.41,4.0,No,Yes,No
FDX001795,2023-01-27,Seattle,São Paulo,3496,13.02,Air,2,1.0,0,3.36,111.04,19.75,4.0,No,No,No
FDX000192,2023-11-13,Miami,São Paulo,6422,5.489999999999999,Ground,8,7.0,0,3.67,155.43,47.07,5.0,No,No,No
FDX001568,2023-06-10,New York,São Paulo,4549,15.79,Air,3,5.0,67,6.12,145.92,16.38,4.0,No,No,No
FDX001176,2023-05-23,San Francisco,Toronto,2526,6.369999999999999,Ground,3,3.0,0,2.32,75.22,19.9,4.0,No,No,No
FDX000436,2023-04-17,Atlanta,London,3442,12.049999999999999,Air,2,1.0,0,6.03,116.03,77.46,1.0,No,No,No
FDX000837,2023-02-07,Dallas,London,1169,61.52,Express,1,2.0,43,1.89,357.09,36.42,3.0,No,No,No
FDX001655,2023-06-18,Los Angeles,Berlin,804,16.700000000000003,Ground,3,3.0,6,0.51,56.01,16.3,4.0,Yes,No,No
FDX001281,2024-04-22,San Francisco,São Paulo,2836,21.28,Air,1,1.0,0,4.01,116.31,80.17,5.0,No,Yes,Yes
FDX001765,2027-01-04,San Francisco,Dubai,4011,23.16,Express,2,1.0,0,6.19,350.11,55.92,2.0,No,No,No
FDX001187,2023-06-23,Miami,Mumbai,3659,18.540000000000003,Express,2,4.0,55,5.09,330.53,132.41,4.0,No,No,No
FDX001017,2023-10-15,Los Angeles,Dubai,3296,19.130000000000003,Air,1,1.0,4,5.51,125.71,121.74,5.0,No,No,No
FDX000185,2023-09-20,Dallas,Dubai,3206,36.15,Air,1,3.0,48,6.3,160.32,10.0,4.0,No,No,No
FDX000688,2023-05-04,Chicago,Dubai,2427,2.3400000000000003,Ground,4,2.0,0,2.58,65.96,30.1,5.0,No,No,No
FDX001566,2026-04-11,Chicago,Mexico City,3681,14.24,Ground,4,5.0,38,2.47,114.51,57.52,1.0,No,Yes,No
FDX000639,2023-01-12,Atlanta,Mexico City,4364,20.09,Air,2,3.0,24,7.74,155.68,34.18,3.0,No,No,No
FDX000570,2023-10-05,Denver,Tokyo,3369,52.800000000000004,Ground,5,2.0,0,4.2,190.58,70.67,5.0,No,No,No
FDX000934,2023-02-01,Houston,Toronto,920,30.5,Air,1,4.0,72,1.08,87.64,34.71,1.0,No,No,No
FDX001408,2024-02-03,Dallas,São Paulo,2921,42.89,Ground,5,5.0,6,2.48,156.64,40.12,5.0,No,Yes,No
FDX001170,2024-05-03,Miami,Tokyo,5805,2.67,Ground,9,8.0,0,4.12,138.8,12.56,5.0,No,No,No
FDX001805,2023-11-27,Houston,Sydney,3754,11.11,Air,1,1.0,14,4.82,116.76,134.03,5.0,No,No,No
FDX001243,2024-06-14,Denver,Toronto,3755,20.68,Ground,6,3.0,0,2.42,128.72,18.25,1.0,No,No,No
FDX000534,2023-11-02,Atlanta,Mexico City,2162,15.299999999999999,Ground,2,2.0,12,2.56,86.52,64.51,4.0,No,No,No
FDX001240,2023-11-01,Atlanta,Sydney,2984,8.31,Express,1,1.0,0,4.02,293.36,126.26,3.0,No,No,No
FDX001415,2023-04-01,Houston,Mumbai,3834,15.93,Air,2,2.0,0,7.97,137.45,43.7,2.0,No,No,No
FDX001316,2024-08-10,Seattle,São Paulo,5116,17.6,Express,3,3.0,0,6.06,360.7,65.97,5.0,No,Yes,No
FDX001631,2023-05-08,Los Angeles,Mexico City,5159,0.37,Ground,7,7.0,15,6.04,127.04,62.96,2.0,No,No,No
FDX000743,2023-05-17,Houston,São Paulo,3008,30.520000000000003,Air,1,4.0,91,2.89,134.87,60.69,4.0,Yes,No,No
FDX000197,2023-03-18,Miami,Dubai,4049,5.75,Ground,6,5.0,0,4.83,111.97,62.54,5.0,No,No,No
FDX001999,2023-03-01,Denver,São Paulo,2534,13.92,Air,1,4.0,84,4.65,97.47,129.16,5.0,Yes,No,No
FDX000496,2023-02-06,Dallas,Berlin,3788,14.85,Air,1,1.0,14,3.65,121.41,89.19,4.0,No,Yes,No
FDX000592,2023-05-29,Los Angeles,Mexico City,4676,24.150000000000002,Ground,6,6.0,7,5.83,164.31,73.77,4.0,No,No,No
FDX000937,2023-09-19,Seattle,Mexico City,531,17.470000000000002,Ground,2,1.0,0,0.33,51.55,234.04,4.0,Yes,Yes,No
FDX001042,2023-06-25,Los Angeles,São Paulo,3256,8.09,Air,2,4.0,49,4.69,100.37,35.62,3.0,No,Yes,No
FDX000980,2024-01-09,Chicago,London,2110,12.02,Air,1,1.0,17,4.27,84.05,60.89,1.0,No,No,No
FDX000381,2024-04-16,Dallas,Singapore,4075,12.52,Ground,7,7.0,6,3.53,122.13,51.47,4.0,No,No,No
FDX000028,2023-10-25,Houston,São Paulo,4019,19.34,Ground,5,8.0,77,4.29,136.93,218.2,3.0,No,No,No
FDX001302,2024-08-09,Houston,Sydney,4028,48.620000000000005,Air,2,5.0,82,6.02,200.86,31.19,4.0,No,No,No
FDX000396,2023-09-16,Denver,London,3341,0.17,Ground,6,3.0,0,3.12,81.52,23.37,3.0,No,Yes,No
FDX001253,2024-03-31,Chicago,Sydney,2404,49.9,Air,2,2.0,0,4.89,167.55,21.28,4.0,No,No,No
FDX000321,2023-09-28,Chicago,Singapore,1583,17.37,Air,1,2.0,24,2.32,78.36,42.27,4.0,Yes,No,No
FDX000148,2023-07-03,Miami,Toronto,4059,13.43,Express,2,1.0,0,6.82,333.5,14.7,4.0,No,No,No
FDX000798,2023-05-10,Dallas,Sydney,3207,16.790000000000003,Air,1,1.0,4,5.56,119.4,44.34,5.0,No,No,No
FDX000624,2023-01-10,San Francisco,Dubai,3853,20.94,Ground,4,7.0,72,2.67,131.95,124.0,5.0,No,No,No
FDX000239,2024-03-20,Seattle,Dubai,2118,13.74,Ground,3,8.0,132,2.3,81.74,18.11,5.0,No,No,No
FDX001010,2023-08-12,Chicago,Mexico City,3640,28.05,Air,2,1.0,0,5.73,151.09,107.08,4.0,No,No,No
FDX001519,2023-04-22,San Francisco,Toronto,2973,2.17,Air,2,3.0,24,2.72,76.96,293.15,5.0,No,No,No
FDX000911,2023-01-09,Miami,Mexico City,4253,7.54,Air,2,4.0,54,6.45,124.49,157.08,4.0,No,No,No
FDX000896,2023-11-05,Atlanta,Mumbai,2675,11.24,Air,1,2.0,35,4.27,93.79,10.0,5.0,No,No,No
FDX001474,2024-11-21,Chicago,Sydney,3394,16.91,Air,2,3.0,25,3.81,118.13,154.57,4.0,No,No,No
FDX001762,2023-06-24,Dallas,Sydney,4703,18.630000000000003,Express,3,2.0,0,8.57,362.03,25.19,4.0,No,No,No
FDX001362,2023-03-04,Miami,London,5017,2.62,Ground,6,8.0,74,5.01,125.61,28.88,3.0,No,No,No
FDX000107,2023-10-17,Los Angeles,Tokyo,301,1.76,Express,1,6.0,120,0.32,215.5,10.0,4.0,Yes,No,No
FDX000351,2023-01-26,Miami,Dubai,3957,3.89,Air,1,3.0,48,5.19,107.49,47.98,4.0,No,No,No
FDX001548,2023-02-17,San Francisco,Toronto,3623,28.26,Air,2,4.0,69,5.39,150.15,117.3,4.0,Yes,No,No
FDX000651,2024-02-26,Los Angeles,Tokyo,1974,4.04,Air,1,1.0,0,3.85,64.11,35.37,5.0,No,No,No
FDX000390,2025-04-13,Seattle,Berlin,3684,3.23,Air,1,1.0,3,4.6,98.94,45.77,4.0,No,No,No
FDX001005,2023-01-20,Houston,Mexico City,2785,5.7299999999999995,Ground,4,2.0,0,3.24,81.88,10.0,4.0,No,No,No
FDX001473,2023-07-18,Miami,Dubai,3911,30.26,Air,2,2.0,3,7.42,166.0,26.31,5.0,No,No,No
FDX001118,2023-02-06,Chicago,Mexico City,4922,2.11,Ground,8,8.0,0,5.5,124.16,62.3,4.0,No,No,No
FDX001284,2025-08-05,Chicago,Toronto,720,22.970000000000002,Air,1,4.0,90,1.06,68.52,21.88,5.0,Yes,No,No
FDX000555,2023-02-15,San Francisco,Sydney,3279,2.46,Express,2,2.0,6,3.48,285.94,15.74,2.0,Yes,No,No
FDX001896,2023-03-30,New York,Toronto,6148,25.200000000000003,Ground,9,9.0,0,7.55,201.01,167.34,3.0,No,No,No
FDX000171,2023-06-19,San Francisco,Mexico City,3952,23.07,Air,1,1.0,0,4.34,143.2,26.93,5.0,No,No,No
FDX001279,2023-08-30,Chicago,Berlin,3537,10.27,Air,2,3.0,24,4.39,109.45,72.2,3.0,No,No,No
FDX001671,2023-06-20,Chicago,Sydney,3733,34.28,Air,2,2.0,0,4.7,162.32,18.17,3.0,No,No,No
FDX001277,2023-09-01,Dallas,Dubai,2267,27.580000000000002,Ground,2,2.0,0,1.25,109.25,18.44,3.0,No,No,No
FDX000307,2023-01-13,Houston,Mexico City,2076,6.869999999999999,Air,2,5.0,73,2.24,66.98,116.68,4.0,Yes,No,No
FDX001572,2023-01-07,Atlanta,Toronto,1497,22.34,Express,1,1.0,0,2.0,285.62,10.0,4.0,No,No,No
FDX000416,2023-05-23,Los Angeles,Berlin,2640,7.02,Express,1,1.0,0,2.6,279.64,92.67,2.0,No,No,No
FDX001964,2023-03-03,San Francisco,Tokyo,2191,31.770000000000003,Ground,2,2.0,1,2.55,120.01,114.59,4.0,No,No,No
FDX001712,2024-10-07,Chicago,Sydney,3721,22.290000000000003,Ground,6,6.0,6,2.13,130.39,19.13,4.0,No,No,No
FDX000429,2026-05-04,Denver,Singapore,3279,76.61999999999999,Air,2,2.0,7,3.0,232.82,10.0,4.0,No,No,No
FDX000187,2023-04-11,San Francisco,São Paulo,3402,7.05,Air,2,2.0,0,5.98,105.08,97.75,4.0,No,No,No
FDX001006,2024-05-01,Los Angeles,Singapore,1085,17.84,Ground,3,4.0,24,0.76,64.66,227.68,5.0,No,No,No
FDX000909,2023-01-07,Chicago,Mumbai,3009,1.8900000000000001,Ground,4,6.0,50,2.33,75.95,13.37,4.0,No,No,No
FDX000270,2023-10-05,Seattle,Berlin,1863,16.630000000000003,Air,1,1.0,2,3.01,84.55,37.67,4.0,No,No,No
FDX000868,2024-07-27,Houston,Mexico City,2150,21.5,Ground,2,3.0,25,2.23,97.69,94.63,4.0,No,No,No
FDX000631,2024-03-14,Chicago,Sydney,2484,14.12,Ground,4,5.0,24,1.9,88.62,10.0,4.0,No,No,No
FDX000951,2025-03-17,Denver,Sydney,673,14.639999999999999,Air,1,1.0,0,0.71,49.87,210.52,5.0,No,No,No
FDX000163,2023-06-26,Chicago,London,3695,36.09,Ground,5,4.0,0,2.71,159.21,99.91,1.0,No,No,No
FDX000414,2023-02-23,Miami,São Paulo,4412,14.799999999999999,Ground,7,7.0,0,3.13,132.23,29.74,5.0,No,No,No
FDX001771,2023-06-21,New York,Dubai,6813,12.1,Air,4,4.0,7,13.02,204.52,36.41,5.0,No,No,No
FDX000096,2023-06-16,Atlanta,Mumbai,2867,12.62,Express,1,3.0,48,3.94,299.4,43.56,4.0,Yes,No,No
FDX000099,2023-03-31,Los Angeles,London,1446,35.32,Ground,2,1.0,0,1.13,107.95,283.85,3.0,No,No,No
FDX001031,2023-02-07,Denver,Berlin,3236,12.959999999999999,Air,1,1.0,0,3.03,104.73,45.12,5.0,Yes,No,No
FDX000877,2023-07-20,Houston,Sydney,998,1.26,Ground,2,4.0,48,0.83,29.97,94.86,4.0,No,No,No
FDX000818,2023-07-07,Atlanta,Singapore,2866,12.76,Air,2,3.0,37,5.01,102.87,319.21,4.0,No,No,No
FDX000823,2024-09-27,Dallas,Dubai,2039,6.17,Express,1,1.0,9,3.93,269.91,166.54,4.0,No,Yes,No
FDX000208,2024-09-26,Los Angeles,São Paulo,2620,6.17,Ground,5,6.0,25,1.7,74.84,132.94,5.0,No,No,No
FDX000975,2023-09-04,Chicago,Mexico City,3117,30.35,Ground,4,3.0,0,3.13,137.43,301.14,4.0,No,Yes,No
FDX000687,2023-10-18,Miami,Sydney,4488,31.93,Ground,6,4.0,0,2.93,167.41,20.82,5.0,No,No,No
FDX000873,2024-08-17,Denver,Tokyo,1697,11.62,Air,1,1.0,0,1.73,67.37,13.1,4.0,Yes,Yes,No
FDX000246,2024-04-04,Dallas,Tokyo,2707,24.34,Ground,5,5.0,6,1.72,112.98,122.83,4.0,Yes,Yes,Yes
FDX001636,2023-12-28,San Francisco,Tokyo,3062,35.02,Ground,5,1.0,0,3.68,147.32,13.71,4.0,No,No,No
FDX000230,2025-04-29,San Francisco,Mumbai,3393,33.4,Ground,5,5.0,0,2.96,148.54,90.05,4.0,No,No,No
FDX001289,2023-07-08,Atlanta,Singapore,1446,41.28,Ground,2,2.0,4,1.81,121.91,138.08,5.0,No,No,No
FDX000907,2023-05-29,New York,Berlin,5685,6.42,Air,3,4.0,34,6.35,150.59,32.88,4.0,No,No,No
FDX001393,2023-02-18,San Francisco,Toronto,3339,39.63,Ground,5,5.0,10,3.02,160.1,10.85,5.0,No,No,No
FDX000009,2023-12-23,New York,Tokyo,4851,30.03,Air,2,2.0,2,7.51,184.61,19.99,4.0,No,No,No
FDX000897,2024-02-28,San Francisco,Singapore,1399,23.37,Ground,3,3.0,13,0.89,82.39,73.51,4.0,No,Yes,No
FDX001867,2023-03-15,Seattle,São Paulo,2597,20.84,Air,2,1.0,0,2.62,106.48,14.33,4.0,No,No,No
FDX001850,2023-12-23,Los Angeles,Tokyo,4434,4.1899999999999995,Air,2,1.0,0,7.52,124.62,38.82,4.0,Yes,No,No
FDX001906,2024-09-10,Atlanta,São Paulo,3714,39.33,Ground,4,3.0,0,4.63,171.83,90.74,3.0,No,No,No
FDX000866,2023-04-04,Atlanta,Toronto,2638,11.07,Ground,4,5.0,24,1.72,85.06,23.27,4.0,No,No,No
FDX001428,2024-12-01,San Francisco,Singapore,3264,14.94,Ground,4,6.0,52,1.96,106.04,96.6,4.0,No,No,No
FDX001719,2024-10-24,Seattle,Mumbai,416,17.84,Air,1,2.0,32,0.56,50.68,225.09,4.0,No,Yes,No
FDX000792,2023-06-07,Denver,Mumbai,2843,1.08,Ground,5,7.0,48,2.34,71.04,89.38,5.0,No,No,No
FDX001023,2023-03-21,Denver,London,3255,9.9,Ground,6,7.0,24,2.63,97.79,48.62,5.0,No,Yes,No
FDX001635,2024-10-16,Denver,Mumbai,2311,16.880000000000003,Air,1,1.0,22,3.0,93.98,18.09,5.0,No,No,No
FDX000190,2025-05-14,Miami,Tokyo,3503,8.389999999999999,Ground,4,1.0,0,3.05,100.99,41.03,4.0,Yes,No,No
FDX001357,2023-05-10,Seattle,Tokyo,3098,12.969999999999999,Air,2,2.0,25,4.39,106.07,79.09,5.0,No,No,No
FDX001328,2023-10-24,Los Angeles,Dubai,3539,32.35,Ground,4,1.0,0,2.38,147.62,329.37,4.0,No,No,No
FDX000261,2023-05-10,Atlanta,São Paulo,2962,6.29,Express,1,1.0,0,4.32,289.78,21.99,4.0,No,No,No
FDX000145,2023-06-18,Los Angeles,Dubai,2423,26.380000000000003,Air,2,3.0,24,2.24,112.94,51.65,4.0,No,No,No
FDX000829,2024-04-05,New York,London,4135,51.99,Express,2,1.0,0,6.28,410.52,29.23,5.0,No,No,No
FDX001652,2023-01-19,Miami,Berlin,2985,43.61,Express,1,2.0,33,5.3,367.82,88.34,5.0,No,No,No
FDX000699,2023-05-31,Seattle,Mexico City,2506,41.58,Air,1,2.0,24,3.18,147.82,18.83,4.0,No,No,No
FDX001308,2023-03-06,Los Angeles,Singapore,1813,2.5700000000000003,Air,1,4.0,85,2.34,53.42,80.37,4.0,No,No,No
FDX000920,2023-08-13,Seattle,Singapore,2163,29.68,Ground,3,3.0,1,1.93,113.41,158.74,3.0,No,No,No
FDX001858,2023-06-20,Dallas,Berlin,2327,6.989999999999999,Air,1,1.0,1,4.39,78.69,57.11,5.0,No,No,No
FDX000938,2023-03-02,Denver,London,3672,15.49,Ground,5,4.0,0,3.2,119.02,80.63,4.0,No,No,No
FDX001036,2024-03-12,New York,London,5719,4.869999999999999,Ground,8,8.0,1,4.78,143.46,41.79,2.0,No,Yes,No
FDX001816,2023-11-22,San Francisco,Mumbai,2143,5.6,Air,2,2.0,0,2.54,66.68,36.72,5.0,No,No,No
FDX000891,2023-08-25,Los Angeles,Berlin,1362,27.18,Air,1,3.0,48,1.87,92.21,72.9,4.0,Yes,No,No
FDX000595,2023-08-03,San Francisco,Singapore,3694,21.3,Ground,5,6.0,24,2.1,127.78,23.77,4.0,No,No,No
FDX000532,2024-06-07,New York,Sydney,6739,70.64999999999999,Air,3,1.0,0,7.59,303.85,328.02,5.0,No,Yes,No
FDX000895,2023-09-07,Miami,Berlin,2524,18.66,Air,2,3.0,24,3.56,103.48,25.89,4.0,No,Yes,No
FDX001960,2025-08-26,Seattle,Singapore,3155,2.0,Air,1,1.0,0,3.55,82.75,139.67,4.0,No,No,No
FDX001494,2023-05-15,Houston,Berlin,2736,21.540000000000003,Air,1,1.0,10,3.06,111.98,38.57,4.0,No,Yes,Yes
FDX001152,2023-10-22,Miami,Tokyo,4958,24.75,Ground,6,8.0,52,4.02,165.72,25.04,5.0,No,No,No
FDX001447,2023-11-28,New York,Mexico City,4162,9.73,Ground,6,6.0,11,5.2,123.3,105.76,5.0,No,No,No
FDX000058,2024-12-18,Houston,Dubai,3337,23.67,Air,2,3.0,38,5.38,135.22,15.81,3.0,No,No,No
FDX001058,2023-03-18,New York,Tokyo,5015,25.6,Air,3,5.0,48,9.9,186.2,37.81,5.0,No,No,No
FDX001262,2024-04-09,Miami,Singapore,4694,14.69,Ground,7,8.0,24,5.47,144.67,172.15,3.0,No,No,No
FDX001471,2023-02-17,Miami,Tokyo,1839,29.12,Air,1,1.0,0,3.11,109.35,200.44,1.0,No,No,No
FDX000283,2023-09-08,Atlanta,São Paulo,4668,6.699999999999999,Ground,6,8.0,48,2.78,120.1,76.22,5.0,Yes,No,No
FDX001611,2023-03-22,New York,London,3250,4.35,Ground,4,6.0,48,3.87,90.31,10.0,5.0,Yes,No,No
FDX000935,2025-11-06,San Francisco,Mexico City,2013,44.57,Air,2,2.0,0,4.17,146.91,34.68,4.0,No,No,No
FDX000363,2023-05-08,Atlanta,Tokyo,521,12.67,Ground,2,3.0,24,0.49,42.23,36.28,3.0,No,Yes,No
FDX000244,2024-06-05,San Francisco,São Paulo,2688,31.700000000000003,Ground,3,4.0,27,3.38,132.3,30.12,5.0,No,No,No
FDX001628,2023-03-13,Denver,London,2574,25.51,Air,2,1.0,0,3.03,116.59,11.33,5.0,No,No,No
FDX000093,2023-08-22,Denver,Mumbai,3837,19.970000000000002,Ground,5,7.0,53,3.6,132.48,155.85,4.0,No,No,No
FDX001235,2023-02-18,San Francisco,São Paulo,1947,7.8999999999999995,Ground,3,3.0,0,2.39,66.91,170.3,5.0,No,No,No
FDX000338,2024-02-23,Chicago,Tokyo,5192,28.470000000000002,Ground,8,7.0,0,6.03,183.87,569.96,3.0,No,No,No
FDX001014,2025-02-22,San Francisco,Toronto,3158,16.75,Air,1,1.0,0,4.72,115.82,48.23,4.0,No,No,No
FDX001693,2024-03-23,New York,Sydney,3667,5.64,Air,2,4.0,48,6.24,108.34,36.73,5.0,No,No,No
FDX001326,2023-01-10,Chicago,Mexico City,4130,13.67,Ground,6,7.0,24,3.72,126.1,320.07,3.0,Yes,No,No
FDX000948,2023-06-19,New York,Mexico City,5188,17.450000000000003,Air,2,5.0,72,7.29,165.53,59.78,5.0,No,No,No
FDX001110,2023-08-30,Atlanta,Singapore,1695,22.270000000000003,Ground,4,5.0,24,1.2,87.04,33.7,2.0,No,No,No
FDX000191,2023-05-19,Chicago,São Paulo,4482,5.699999999999999,Express,2,1.0,0,5.19,321.61,106.52,4.0,No,No,No
FDX000040,2023-10-07,New York,Berlin,2581,26.330000000000002,Ground,5,8.0,72,2.36,116.36,45.29,5.0,No,No,No
FDX001525,2023-02-08,Chicago,São Paulo,1916,36.09,Air,1,2.0,34,2.66,123.48,214.82,5.0,No,Yes,No
FDX001648,2023-09-30,Dallas,São Paulo,2106,27.68,Air,1,1.0,0,3.57,113.19,11.15,4.0,No,No,No
FDX000976,2023-11-05,Miami,Mumbai,5463,51.980000000000004,Air,3,5.0,50,8.57,243.93,379.19,5.0,No,No,No
FDX001532,2023-04-28,Seattle,São Paulo,2019,1.82,Ground,4,4.0,0,2.36,56.1,148.25,5.0,No,Yes,No
FDX000635,2023-10-14,Miami,São Paulo,6372,27.130000000000003,Ground,9,10.0,37,7.68,209.74,13.08,4.0,No,Yes,No
FDX000765,2023-03-10,San Francisco,Mumbai,3537,18.59,Ground,6,9.0,73,3.77,124.23,10.0,4.0,Yes,No,No
FDX001541,2023-01-23,Los Angeles,Dubai,2417,4.13,Express,1,1.0,3,3.91,273.33,86.66,4.0,No,No,No
FDX000724,2023-10-16,Miami,Singapore,5466,7.859999999999999,Air,2,6.0,103,6.79,150.41,10.0,1.0,No,No,No
FDX001129,2023-06-05,Seattle,Sydney,3542,16.71,Ground,5,5.0,0,2.48,116.7,34.29,4.0,No,No,No
FDX000064,2023-01-08,New York,Mumbai,3566,21.810000000000002,Ground,4,4.0,0,3.45,130.29,10.0,4.0,No,No,No
FDX000234,2025-05-20,Los Angeles,Dubai,649,11.26,Express,1,1.0,19,1.18,244.04,41.67,5.0,No,No,No
FDX000677,2023-12-29,Seattle,Singapore,1773,9.23,Air,1,2.0,24,2.42,66.18,28.32,5.0,No,No,No
FDX000106,2023-10-26,San Francisco,Dubai,1921,35.53,Air,1,1.0,20,1.9,120.18,22.12,4.0,No,No,No
